Assemblage_Name	9576275-887828-4508068	9485924-6766512-935364	8765509-1332000-0	825879-6220879-0	9576275-7669009-0	9485924-688565-8666951	9485924-38848-1182418	9576275-9295881-0	9623357-0-7873424	3-0-7873424	9435505-4-0	8514084-4-0	9576275-3093623-0	9485924-6766512-1182418	9485924-6766512-6312816	2-9191748-1	3-0-5044107	4718394-6766512-1182418	9485924-6766512-8883875	9485924-4422018-1182418	9485924-6766512-2606088	9485924-9639351-7128182	9485924-53770-1182418	8834889-2535875-6326095	5925337-7572261-0	3883151-0-7873424	572632-3748854-0	9485924-4991939-7443350	9485924-792288-1182418	9329531-4590235-0	8472769-6766512-1182418	1-4-7560749	7382368-4-0	7453470-371857-0	7734051-4-629486	8834889-4-0	1-6982959-0	6062011-887828-0	9576275-4-5548298	5336865-38848-1182418	9485924-2037114-1182418	1-3529861-0	6182982-0-7873424	1-726968-0	3130297-6766512-935364	1-5592256-0	9485924-6766512-4526178	1-6220879-0	2330819-4-0	9485924-6766512-6997542	8765509-4-0	9576275-4-0	9485924-688565-1182418	9485924-6391945-1182418	9576275-887828-0	9485924-53770-7128182	6720564-6220879-0	1286556-744945-1182418	1-6982959-2131738	8765509-4-3499162	9485924-6142774-7128182	1286556-6766512-1182418	2-2-2	8332867-4-0	5925337-3042648-0	3615803-6766512-1182418	0-2-0	9485924-688565-2294183	7195269-4-0	7453470-4-0	9485924-6766512-8500892	9576275-7171187-0	2561421-2535875-0	6259661-6766512-1182418	1-4-0	6435478-3042648-0	8765509-4-4891999	9839808-4-0	3-0-4139758	1940359-6766512-1182418	8681525-6766512-1182418	4715372-6766512-1182418	8834889-8860409-0	9576275-4590235-0	3-0-7695167	1-4-2862128	3249256-4-0	1-4-82841	9576275-2554796-0	9485924-9926744-1182418	8834889-9813469-0	9485924-6766512-3550372	1860800-6766512-1182418	8912354-4-0	572632-3042648-0	3881249-4-2862128	9576275-5993660-0	7734051-4-7560749	3-0-5513645	9576275-887828-8159375	9576275-4590235-1188717	9576275-3042648-3113732	8834889-2535875-0	9576275-3042648-0	1-8365552-0	9485924-33882-1182418	9576275-2416512-0	9576275-4-5023981	8834889-6156865-0	1-2309651-7560749	9485924-7880222-1182418	9576275-8380917-0	3859471-4-0	8765509-5673325-0	8413504-0-4	3577865-9191748-1	1-5095089-0	8834889-4-4320338	4593805-4-0	9576275-3760719-0	0-4813702-1182418	5791892-4-0	1-4-1654441	9576275-4-6316317
assemblage-826-101	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	88	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	14
assemblage-111-459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	11	0	0	0	21	0	54	0	0	62	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	12	0	28
assemblage-818-101	0	28	0	0	0	0	0	0	0	91	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	3	0	0	0	7	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	23
assemblage-979-731	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	28	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-969-882	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	54	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	144	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-769-313	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	100	0	0	13	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	43	15	0	0	0	37	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	25
assemblage-1003-809	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	10	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	5	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	3	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	12	5	0	0	72	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	9
assemblage-465-260	0	10	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	12	0	9	0	0	0	0	0	0	0	0	13	0	0	34	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
assemblage-176-154	0	44	0	0	0	0	0	0	0	63	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	85	40	0	0	0	0	0	0	13	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	9	0	0	0	0	0	0	0	7	14
assemblage-386-886	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	16	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	8	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	7	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	14	0	0	73	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	14
assemblage-1009-805	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	232	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-634-846	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	7	0	0	34	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
assemblage-777-926	0	43	0	0	0	0	0	0	0	80	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	30	45	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	20
assemblage-772-449	0	0	0	0	0	0	0	12	0	0	0	0	0	83	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	33	0	0	0	0	0	0	0	0	0	0	0	12	0	6	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
assemblage-985-802	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	250	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-282-274	0	0	0	0	0	0	0	0	0	174	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-615-860	0	0	0	0	0	0	0	11	0	0	0	0	0	114	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	29	0	0	0	0	13	0	0	0	0	0	0	10	0	6	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
assemblage-224-283	8	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0	33	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	47	0	0	9	0	0	12	0	0	0	0	0	0	0	0	0	28
assemblage-285-166	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	9	8	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-282-184	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	4	12	0	13	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	21	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	33	0	0	0	0	31	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-648-313	0	0	0	0	0	0	5	0	0	32	4	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	29	0	0	0	0	0	0	0	0	0	70	0	0	60	2	58	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	37	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	31
assemblage-617-164	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	195	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-993-573	0	12	0	0	0	0	0	0	0	69	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-955-872	0	0	0	0	9	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	24	0	9	30	0	0	0	0	0	0	0	39	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-115-478	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	28	0	0	64	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	66	0	0	0	60	0	0	0	0	102	0	0	0	0	0	10	0	0	0	0	22
assemblage-602-829	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	15	0	0	29	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
assemblage-474-839	0	60	0	0	0	0	0	0	0	34	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
assemblage-945-434	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	16	0	0	29	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-630-862	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	18	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-392-1005	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	44	0	46	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-591-603	0	21	0	0	0	0	0	0	0	83	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	6	0	0	0	10	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	29
assemblage-454-277	0	49	0	0	0	0	0	0	0	107	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	52	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-438-254	0	9	0	0	0	0	0	0	0	63	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
assemblage-359-436	0	36	0	0	0	0	0	0	0	103	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	19	71	6	0	41	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
assemblage-192-834	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	6	0	11	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	23	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	6	0	0	0	0	0	11	0	0	0	0	0	0	0	33	0	0	0	0	43	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-986-557	0	30	0	0	0	0	0	0	0	64	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	30	56	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	22
assemblage-517-758	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	13	0	15	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	20	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	39	0	0	0	0	31	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-1001-562	0	15	0	0	0	0	0	0	0	62	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-404-873	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	230	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-574-599	0	29	0	0	0	0	0	0	0	84	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	8	0	0	0	11	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	15
assemblage-574-610	0	77	0	0	0	0	0	0	0	43	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	76	0	0	0	0	0	0	12	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
assemblage-822-107	0	79	0	0	0	0	0	0	0	47	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	18	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	7	69	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-278-277	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
assemblage-204-828	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	9	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	41	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12	133	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-157-167	0	50	0	0	0	0	0	0	0	35	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	42	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	72	0	0	0	0	0	0	12	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
assemblage-643-151	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	12	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	9	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	4	0	0	75	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	24
assemblage-411-992	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	16	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	77	0	0	0	0	0	11	0	0	0	5	0	0	0	0	0	5
assemblage-1010-584	0	72	0	0	0	0	0	0	0	59	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	15	0	0	0	0	82	14	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-514-764	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	21	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
